T [r = 1.1 + s = 0.25],P(t)(N=100)[r = 1.1 + s = 0.25],P(t) (N=1000)[r = 1.1 + s = 0.25],P(t) (N=10000)[r = 1.1 + s = 0.25],T [r = -1.0 + s = -0.5],P(t)(N=100)[r = -1.0 + s = -0.5],P(t) (N=1000)[r = -1.0 + s = -0.5],P(t) (N=10000)[r = -1.0 + s = -0.5],T [r = -1.0 + s = -1.0],P(t)(N=100) [r = -1.0 + s = -1.0],P(t) (N=1000) [r = -1.0 + s = -1.0],P(t) (N=10000) [r = -1.0 + s = -1.0]
4.23,0.9586444172587678,0.9972706989306322,0.9998420201823416,2.65,0.5885435158126519,0.8456911552999132,0.9483800114771862,2.64,0.005089731468897317,0.005092403893163513,0.005092430523812518
4.27,0.9580578308028949,0.9972304922876649,0.9998397575486765,2.66,0.5873673735921727,0.8451564612854837,0.9481903544374345,2.65,0.004988937957582137,0.004991567440090049,0.004991593642349454
4.31,0.9574700844424376,0.9971902095600526,0.9998374940402501,2.67,0.586193581768029,0.8446221053350002,0.9480007353252985,2.66,0.00489014049104561,0.004892727684545252,0.004892753464938743
4.350000000000001,0.9568812666201477,0.9971498591561907,0.9998352302593815,2.69,0.5838530305300563,0.8435544067710334,0.9476216108535366,2.67,0.004793299541001577,0.004795845089229859,0.004795870454190733
4.38,0.9564390027722363,0.9971195569897146,0.9998335326071217,2.7,0.5826862617503291,0.843021063730469,0.9474321054787456,2.68,0.004698376361954631,0.004700880899736379,0.004700905855608568
4.42,0.9558485198149933,0.9970791083327122,0.9998312697977271,2.71,0.5815218246351035,0.8424880578996882,0.9472426380012404,2.69,0.004605332975698298,0.004607797129046748,0.004607821682085835
4.46,0.9552572035949245,0.9970386150234909,0.9998290083696183,2.72,0.5803597145247932,0.8419553890654876,0.9470532084134424,2.7,0.004514132156120128,0.004516556542337014,0.00451658069871125
4.5,0.9546651388194366,0.9969980853851467,0.9998267489220414,2.73,0.5791999267691242,0.841423057014799,0.9468638167077744,2.71,0.004424737414307812,0.004427122642082871,0.004427146407874164
4.54,0.9540724091350358,0.9969575277076245,0.9998244920525136,2.74,0.5780424567271156,0.8408910615346888,0.9466744628766607,2.72,0.004337112983950118,0.004339459653460116,0.004339483034665058
4.58,0.9534790971029758,0.9969169502435076,0.9998222383564495,2.75,0.5768872997670607,0.8403594024123577,0.9464851469125272,2.73,0.004251223807027057,0.004253532510034248,0.004253555512565082
4.62,0.9528852841763717,0.9968763612038976,0.9998199884267918,2.77,0.5745839066122466,0.8392970923905099,0.9461066285549115,2.74,0.004167035519783334,0.004169306839733365,0.004169329469418994
4.66,0.9522910506787448,0.9968357687543834,0.9998177428536446,2.78,0.5734356612002801,0.8387664410660671,0.9459174261462886,2.75,0.004084514438979628,0.004086748951098875,0.004086771213685838
4.7,0.951696475783956,0.9967951810111024,0.9998155022239141,2.79,0.5722897104358158,0.8382361252495523,0.9457282615743645,2.76,0.004003627548416126,0.004005825819808417,0.00400584772096186
4.74,0.9511016374974973,0.9967546060368907,0.9998132671209529,2.8,0.5711460497332423,0.8377061447288378,0.9455391348315724,2.77,0.003924342485722931,0.003926505075465683,0.003926526620770338
4.79,0.9503578361607307,0.9967039174662,0.9998104818966241,2.81,0.5700046745161124,0.8371764992919305,0.9453500459103473,2.78,0.003846627529412069,0.003848754988651779,0.003848776183612924
4.83,0.9497626842827595,0.996663400400663,0.9998082613409965,2.82,0.5688655802171237,0.8366471887269717,0.9451609948031258,2.79,0.003770451586185921,0.003772544458233042,0.003772565308277454
4.87,0.9491675142604049,0.9966229218955052,0.9998060481792944,2.84,0.5665942161499817,0.8355895713661329,0.9447830060004465,2.8,0.003695784178496941,0.003697842998920109,0.003697863509397017
4.91,0.9485723989548579,0.9965824897462133,0.9998038429759256,2.85,0.5654619372927878,0.8350612641472039,0.9445940682898691,2.81,0.003622595432353817,0.003624620729073403,0.003624640905255434
4.96,0.9478286907505468,0.9965320265066483,0.9998010985143063,2.86,0.5643319211756181,0.8345332909541261,0.9444051683630561,2.82,0.003550856065369024,0.00355284835875003,0.00355286820583414
5,0.947233958486127,0.9964917267820206,0.9997989132526746,2.87,0.5632041632766254,0.8340056515757089,0.9442163062124516,2.83,0.003480537375043129,0.003482497177987409,0.003482516701095816
5.04,0.9466395090785032,0.9964514982344498,0.9997967377452381,2.88,0.5620786590829981,0.833478345800896,0.9440274818305008,2.84,0.003411611227281087,0.00341353904531886,0.003413558249499972
5.09,0.9458969477903413,0.9964013240105899,0.9997940328991552,2.89,0.5609554040909438,0.8329513734187639,0.943838695209651,2.85,0.003344050045135964,0.003345946376516644,0.003345965266745954
5.13,0.9453033796350662,0.996361282783441,0.9997918813013128,2.91,0.5587156237413662,0.8318984279895171,0.9434612352210497,2.86,0.003277826797775533,0.003279692133557852,0.003279710714738875
5.18,0.9445621265117637,0.9963113658687299,0.9997892080127879,2.92,0.5575990894211874,0.8313724545212223,0.9432725618381999,2.87,0.003212914989667442,0.003214749813808847,0.003214768090773989
5.22,0.9439697666147028,0.9962715487682352,0.9997870829778199,2.93,0.5564847863772341,0.8308468136032486,0.9430839261862541,2.88,0.003149288649978458,0.003151093439423804,0.003151111416935283
5.27,0.9432302211690496,0.9962219345164544,0.9997844445113403,2.94,0.555372710150536,0.8303215050253387,0.9428953282576671,2.89,0.003086922322183733,0.003088697546953233,0.00308871522970394
5.32,0.9424917902261455,0.9961725075068911,0.9997818267606096,2.96,0.5531552203575594,0.8292718840493466,0.9425182455403949,2.9,0.00302579105388177,0.003027537177158213,0.003027554569772611
5.36,0.9419019248811843,0.9961331096803353,0.9997797481167509,2.97,0.5520497979178225,0.8287475712314142,0.9423297607366264,2.91,0.002965870386811121,0.00296758786502637,0.002967604972061351
5.41,0.9411657861162496,0.996084053130494,0.9997771700429456,2.98,0.5509465845483886,0.8282235899138453,0.94214131362605,2.92,0.002907136347064782,0.0029088256299855,0.002908842455931251
5.46,0.9404310740351729,0.9960352205069657,0.9997746153012915,2.99,0.5498455758346636,0.8276999398870466,0.9419529042011278,2.93,0.002849565435498375,0.002851226966311025,0.002851243515591882
5.51,0.9396978940490947,0.9959866244152941,0.999772084784854,3,0.5487467673708751,0.8271766209415572,0.9417645324543233,2.94,0.002793134618328272,0.002794768833723349,0.002794785110698649
5.55,0.9391125219645634,0.9959479261428213,0.9997700783994,3.02,0.5465557336140237,0.8261309754573249,0.9413879019649298,2.95,0.002737821317915927,0.002739428648171441,0.002739444657136357
5.600000000000001,0.9383823551893046,0.9958997867049416,0.9997675936653679,3.03,0.5454634995533685,0.8256086485003223,0.9411996432072757,2.96,0.002683603403734672,0.002685184272798884,0.002685200017985253
5.65,0.937653998683981,0.9958519176329238,0.9997651355332312,3.04,0.5443734482074297,0.8250866517881091,0.9410114220976088,2.97,0.002630459183515448,0.002632014009088814,0.002632029494665973
5.7,0.9369275457633787,0.9958043304713619,0.9997627048056182,3.06,0.5421998762207179,0.8240436482629848,0.9406350927921232,2.98,0.002578367394567843,0.002579896588184224,0.002579911818259812
5.75,0.9362030865881626,0.9957570364729922,0.999760302259902,3.07,0.5411163468822267,0.8235226410328707,0.9404469845812514,2.99,0.002527307195273013,0.002528811162380101,0.002528826141000879
5.8,0.9354807081816374,0.9957100465940517,0.9997579286476493,3.08,0.5400349828629819,0.8230019632131395,0.9402589139882606,3,0.002477258156745076,0.002478737296784068,0.002478752027936714
5.850000000000001,0.9347604944487112,0.9956633714899608,0.9997555846941013,3.09,0.5389557798358211,0.8224816145955195,0.940070881005628,3.01,0.002428200254657641,0.00242965496114212,0.002429669448754023
5.91,0.9338992088987221,0.9956077914198248,0.9997528120808044,3.11,0.5368038394923215,0.8214419041341832,0.9396949278413534,3.02,0.002380113861232176,0.002381544521826256,0.0023815587697663
5.96,0.9331840375635827,0.995561844819925,0.9997505357964391,3.12,0.5357310935648253,0.8209225418745809,0.9395070076446735,3.03,0.002332979737385071,0.002334386733980738,0.002334400746060076
6.01,0.932471278700207,0.9955162450261744,0.9997482913091439,3.13,0.5346604914070647,0.820403507985318,0.9393191250282755,3.04,0.002286779025030169,0.002288162733823883,0.002288176513796716
6.06,0.9317610033689956,0.9954710013905578,0.9997460792286085,3.15,0.5325257012729191,0.8193664244874834,0.9389434725062655,3.05,0.002241493239533781,0.002242854031102279,0.002242867582666607
6.12,0.930912046871202,0.9954171918535814,0.9997434683251282,3.16,0.5314615047540049,0.8188483744640767,0.9387557025856275,3.06,0.002197104262319077,0.002198442501694432,0.00219845582849281
6.17,0.9302074707630119,0.9953727631132417,0.9997413295444718,3.17,0.5303994349197337,0.8183306519813389,0.9385679702152191,3.07,0.002153594333616951,0.002154910380360845,0.002154923485981138
6.23,0.9293655367678421,0.9953199561286218,0.9997388081481903,3.18,0.5293394875201503,0.8178132568321802,0.9383802753875312,3.08,0.00211094604536045,0.002112240253637691,0.002112253141613795
6.28,0.9286669581159349,0.9952763825774151,0.9997367451705622,3.2,0.5272259430676738,0.8167794477068951,0.9380049983302871,3.09,0.002069142334219893,0.002070415052871161,0.002070427726683749
6.34,0.9278323860857648,0.9952246244224714,0.9997343160968739,3.21,0.526172337557268,0.8162630333172437,0.9378174160857198,3.1,0.002028166474775956,0.002029418047389781,0.002029430510467013
6.390000000000001,0.9271400726267425,0.9951819428872566,0.999732331110152,3.22,0.5251208375664902,0.8157469454341204,0.9376298713538507,3.11,0.001988002072827914,0.001989232837811886,0.001989245093530137
6.45,0.9263131659309251,0.9951312756609756,0.999729996793159,3.24,0.5230241373215909,0.8147157483618452,0.9372548943982018,3.12,0.001948633058834411,0.001949843349485657,0.00194985540117021
6.5,0.9256273557579479,0.995089519475201,0.9997280916653871,3.25,0.5219789286773597,0.8142006387602129,0.9370674621594227,3.13,0.001910043681484153,0.001911233826059015,0.001911245676984772
6.56,0.9248083827323018,0.9950399810750781,0.9997258541533647,3.27,0.5198947734328985,0.8131713963957352,0.9366927101224692,3.14,0.001872218501393882,0.001873388823176872,0.001873400476569034
6.62,0.9239938380888509,0.9949910728665317,0.9997236701684934,3.28,0.5188558184927585,0.8126572632211914,0.9365053903093047,3.15,0.001835142384931176,0.001836293202303156,0.001836304661337919
6.68,0.923183786196655,0.9949428041905313,0.9997215401414,3.29,0.5178189397946252,0.8121434551108618,0.9363181079563574,3.16,0.001798800498159572,0.001799932124665198,0.001799943392470422
6.74,0.9223782861745021,0.9948951837074544,0.9997194644395196,3.31,0.5157513945360667,0.8111168132608797,0.9359436556011509,3.17,0.0017631783009036,0.001764291045317999,0.001764302124973879
6.8,0.921577391999516,0.9948482193993861,0.9997174433671939,3.32,0.5147207197021977,0.8106039791105687,0.9357564855839134,3.18,0.001728261540931326,0.001729355707326058,0.001729366601865785
6.850000000000001,0.9209135340032046,0.9948095890125047,0.9997158010472327,3.33,0.5136921045634152,0.8100914692031553,0.9355693529969371,3.19,0.001694036248252146,0.001695112136060391,0.001695122848470801
6.92,0.9199896120553557,0.9947562878638644,0.9997135660142955,3.35,0.5116410369150006,0.8090674212971312,0.9351952000838279,3.2,0.001660488729527444,0.001661546633608477,0.00166155716683071
6.98,0.9192028095337323,0.9947113332395641,0.9997117100290126,3.36,0.5106185761978613,0.8085558828888998,0.9350081797427289,3.21,0.001627605562591996,0.001628645773294912,0.001628656130225035
7.04,0.9184207795824412,0.9946670600059339,0.9997099092646441,3.38,0.5085797805204214,0.8075337761389172,0.934634251254038,3.22,0.001595373591083821,0.001596396394310535,0.001596406577800187
7.100000000000001,0.9176435521557158,0.9946234728120675,0.9997081637144742,3.39,0.5075634374017208,0.8070232073883218,0.9344473430914889,3.23,0.001563779919180401,0.001564785596447929,0.001564795609304936
7.16,0.9168711527487765,0.9945805756566726,0.9997064733110234,3.4,0.5065491253376836,0.8065129614483092,0.9342604723068352,3.24,0.001532811906439151,0.00153380073494115,0.001533810579930147
7.22,0.9161036025149799,0.9945383718948855,0.9997048379267083,3.42,0.5045265781463152,0.8054934371837655,0.933886842841316,3.25,0.00150245716274003,0.001503429415407645,0.001503439095250684
7.29,0.9152142784141665,0.9944900141376352,0.9997029992637444,3.43,0.5035183349256039,0.8049841584514231,0.9337000841455053,3.26,0.001472703543328351,0.00147365948889032,0.001473669006267471
7.350000000000001,0.9144572873269381,0.99444932121845,0.9997014823681497,3.45,0.5015078890612914,0.803966566768035,0.93332667879043,3.27,0.001443539143955721,0.00144447904699779,0.001444488404547739
7.42,0.9135803103849178,0.9944027307529597,0.9996997811689575,3.46,0.5005056783727344,0.8034582534099513,0.9331400321162292,3.28,0.001414952296117217,0.00141587641714085,0.001415885617461485
7.48,0.9128339170233466,0.9943635551133622,0.9996983812954946,3.47,0.4995054704966679,0.8029502614364631,0.9329534227676313,3.29,0.001386931562382903,0.001387840157863279,0.001387849203512272
7.55,0.9119693094437046,0.9943187358380965,0.9996968155138887,3.49,0.4975110471803653,0.8019352408306117,0.9325803160173881,3.3,0.001359465731821767,0.001360359054265089,0.00136036794776047
7.61,0.9112335139255294,0.9942810777753992,0.9996955306269218,3.5,0.4965168237592889,0.8014282117922389,0.9323938186008187,3.31,0.001332543815516294,0.001333422113516416,0.001333430857337138
7.68,0.9103812545555148,0.9942380265517639,0.999694097566504,3.52,0.4945343334989572,0.8004151152305361,0.9320209356474843,3.32,0.001306155042165877,0.001307018560460221,0.001307027157046726
7.75,0.9095356212000463,0.9941959236725898,0.9996927346357775,3.53,0.4935460587266126,0.799909047301966,0.9318345500958043,3.33,0.001280288853777269,0.001281137833302086,0.001281146285056851
7.82,0.9086965900392675,0.9941547652387442,0.9996914407795618,3.55,0.4915754301242575,0.7988978711372483,0.931461890805141,3.34,0.001254934901440396,0.001255769579385338,0.001255777888673428
7.890000000000001,0.9078641315632394,0.9941145463545707,0.9996902148526332,3.56,0.4905930684086228,0.7983927624966288,0.9312756170512514,3.35,0.001230083041187827,0.001230903651049849,0.00123091182019945
7.96,0.9070382108185681,0.9940752611542347,0.9996890556227682,3.58,0.4886342304934391,0.7973835030886466,0.9309031812891017,3.36,0.001205723329936216,0.001206530101572818,0.001206538132875778
8.029999999999999,0.9062187876525258,0.9940369028288681,0.9996879617739044,3.59,0.4876577464554473,0.7968793519175785,0.9307170192659441,3.37,0.001181846021508147,0.001182639181189952,0.001182647076902298
8.1,0.905405816954413,0.9939994636544479,0.9996869319094158,3.61,0.485710628681263,0.7958720056329822,0.9303448068982311,3.38,0.001158441562732744,0.001159221333195413,0.001159229095537881
8.17,0.9045992488939189,0.9939629350203553,0.9996859645554896,3.62,0.484739987153527,0.7953688101165136,0.9301587565387872,3.39,0.001135500589623493,0.001136267190119009,0.001136274821277547
8.24,0.903799029156266,0.9939273074585526,0.9996850581646016,3.64,0.4828045193962632,0.794363373328841,0.9297867674315144,3.4,0.00111301392363178,0.001113767569979064,0.001113775072105349
8.31,0.9030050991739279,0.9938925706733229,0.99968421111908,3.65,0.4818396854218102,0.7938611316554605,0.9296008286688061,3.41,0.001090972567974594,0.001091713472609508,0.001091720847821437
8.380000000000001,0.9022173963547335,0.9938587135715145,0.9996834217347494,3.67,0.4799157979769547,0.7928576007451233,0.9292290626880575,3.42,0.001069367704034979,0.001070096076059669,0.001070103326441861
8.460000000000001,0.9013247043251552,0.993821081656439,0.9996825879430388,3.68,0.4789567368079667,0.792356311106753,0.9290432354551468,3.43,0.001048190687833752,0.001048906733065381,0.001048913860669659
8.529999999999999,0.9005501172779832,0.9937890687118861,0.9996819161602767,3.7,0.4770443603880644,0.7913546824610249,0.9286716924670866,3.44,0.001027433046571093,0.001028136967589949,0.00102814397443582
8.609999999999999,0.8996722256619096,0.9937535102153157,0.9996812119425457,3.71,0.4760910374846269,0.7908543430530142,0.9284859766970756,3.45,0.001007086475236634,0.001007778471433613,0.001007785359508753
8.68,0.8989104158032069,0.9937232799510879,0.9996806491860331,3.73,0.4741901032167841,0.7898546130660163,0.9281146565679483,3.46,0.0009871428332866757,0.0009878231009101586,0.0009878298721708689
8.76,0.8980469201441068,0.99368972086679,0.9996800644579323,3.74,0.4732424842456423,0.7893552220871357,0.9279290521939794,3.47,0.0009675941413871913,0.0009682628735893179,0.0009682695299609984
8.84,0.8971909259394889,0.9936571954550232,0.9996795391587522,3.76,0.4713529236690464,0.7883573871598248,0.9275579547901098,3.48,0.0009484325782213558,0.0009490899651036931,0.0009490965084812911
8.92,0.8963423049579508,0.9936256797244308,0.9996790702128006,3.78,0.4694709077218773,0.7873608136095396,0.9271870057955209,3.49,0.0009296504773602771,0.0009302967060188912,0.0009303031382673593
8.99,0.8956057062228636,0.9935989121700655,0.9996787036513556,3.79,0.4685327195658224,0.7868629993524139,0.9270015869331584,3.5,0.0009112403241956984,0.0009118755787656495,0.0009118819017203859
9.07,0.8947705513874356,0.9935692218550969,0.9996783318874264,3.81,0.4666619641175915,0.785868314878564,0.9266308604412133,3.51,0.0008931947529334553,0.0008938192146326938,0.0008938254300999835
9.15,0.89394238108567,0.9935404674730219,0.999678007347356,3.82,0.465729389339442,0.7853714442639642,0.9264455527968016,3.52,0.0008755065436464608,0.0008761203908191575,0.0008761265005766048
9.23,0.8931210542681089,0.9935126219102531,0.9996777267806791,3.84,0.4638698270162057,0.7843786452856703,0.9260750486740387,3.54,0.0008411740433505615,0.0008417671852207612,0.0008417730887787476
9.31,0.8923064274122774,0.9934856574003582,0.9996774869108991,3.86,0.462017689545498,0.7833871013183885,0.9257046927232915,3.55,0.0008245160161099096,0.0008250990616681013,0.0008251048646812232
9.4,0.8913977992920871,0.9934563401311561,0.9996772616000462,3.87,0.4610943958608631,0.7828917994680249,0.925519570293905,3.56,0.0008081878728852292,0.0008087609894023591,0.0008087666935377183
9.48,0.8905969238889728,0.9934311530471163,0.9996770972585237,3.89,0.4592533401198579,0.7819021350432442,0.9251494364900819,3.57,0.0007921830808823025,0.0007927464329636988,0.0007927520398617998
9.56,0.8898022874718245,0.9934067567180291,0.9996769632918575,3.9,0.4583355706963597,0.7814077720729599,0.9249644251008399,3.58,0.0007764952366778412,0.0007770489863031908,0.0007770544975783365
9.65,0.8889155916731724,0.993380218916521,0.9996768447746898,3.92,0.4565055303807276,0.780419983627873,0.9245945133106928,3.59,0.0007611180636575075,0.0007616623702202962,0.0007616677874609873
9.73,0.8881337123931857,0.9933574035404334,0.9996767644038486,3.94,0.4546827970422777,0.7794334438599138,0.9242247494556757,3.6,0.0007460454095046801,0.0007465804298511029,0.0007465857546204221
9.82,0.8872609828083668,0.9933325672961559,0.9996766978557727,3.95,0.453774161367669,0.7789406417365071,0.9240399229853518,3.61,0.0007312712437389481,0.0007317971322062884,0.0007318023660422885
9.9,0.8864911739906881,0.9933111953759135,0.9996766563356833,3.97,0.4519623338277875,0.7779559720252311,0.923670380922108,3.62,0.0007167896553033537,0.0007173065637578436,0.0007173117081739216
9.99,0.8856316360199613,0.9932879048349321,0.9996766253197344,3.99,0.4501577405451947,0.776972547048648,0.9233009866461329,3.63,0.0007025948501994062,0.0007031029280735729,0.0007031079845588479
10.08,0.8847787680016517,0.9932653689868933,0.9996766065971752,4,0.449258147719336,0.776481300844074,0.9231163449099006,3.64,0.0006886811491689461,0.0006891805434984444,0.0006891855135181209
10.17,0.8839323532765326,0.9932435436745584,0.99967659575482,4.02,0.4474643516995258,0.7754997400198643,0.9227471722040179,3.65,0.0006750429854219008,0.000675533840881843,0.0006755387258775779
10.26,0.8830921761210133,0.9932223847693193,0.9996765884696441,4.04,0.4456777179408276,0.77451942000036,0.9223781471376906,3.67,0.000648571551638876,0.0006490457541215402,0.0006490504733019522
10.35,0.8822580220987215,0.993201848262211,0.9996765805194712,4.05,0.4447870779682281,0.7740297248021326,0.9221936899509081,3.68,0.000635727690537697,0.0006361937743687418,0.0006361984127124455
10.44,0.8814296783916211,0.9931818903520201,0.9996765677931826,4.07,0.4430111340166876,0.7730512630493337,0.9218248862332138,3.69,0.0006231381803521095,0.0006235962811178856,0.0006236008399758723
10.53,0.8806069341110471,0.9931624675303746,0.9996765463004217,4.09,0.441242281046597,0.7720740381836607,0.9214562300075092,3.7,0.0006107979840930236,0.0006112482351936123,0.0006112527158950681
10.62,0.8797895805890625,0.9931435366637141,0.9996765121807751,4.1,0.4403605048274116,0.7715858890948046,0.9212719571857193,3.71,0.0005987021645203832,0.0005991446972030217,0.0005991491010556571
10.72,0.8788874818288127,0.99312302745836,0.999676454938875,4.12,0.4386022352782647,0.7706105166287516,0.9209035220874097,3.72,0.0005868458821678135,0.0005872808255598405,0.0005872851538502239
10.81,0.8780808350764353,0.9931049956502316,0.9996763821188063,4.14,0.4368509861402891,0.7696363771446141,0.9205352343336715,3.73,0.0005752243934063709,0.0005756518745477243,0.0005756561285416026
10.9,0.877278946952328,0.9930873248397291,0.9996762855835802,4.15,0.4359779854614045,0.7691497692836148,0.9203511456926013,3.74,0.000563833048546652,0.0005642531924218994,0.000564257373364521
11,0.8763933019065098,0.9930680643967331,0.9996761465711149,4.17,0.4342372144169268,0.7681774763505359,0.9199830788452412,3.75,0.0005526672899784751,0.0005530802195484034,0.0005530843286648325
11.1,0.8755130236235469,0.9930491443854352,0.9996759700800036,4.19,0.4325033939156653,0.7672064125064919,0.9196151591951817,3.77,0.000530994750767412,0.0005313936126691963,0.0005313975817292475
11.2,0.8746378525130348,0.9930305111499229,0.9996757521731685,4.21,0.4307764962055206,0.7662365761977744,0.9192473866835553,3.78,0.0005204792990688631,0.000520871303714207,0.0005208752045052429
11.29,0.8738543552560171,0.9930139431555347,0.999675517613311,4.22,0.4299156347548974,0.7657521178841663,0.9190635555862651,3.79,0.0005101720880812897,0.0005105573506428881,0.0005105611843123037
11.39,0.8729881935350178,0.9929957118105861,0.9996752111573513,4.24,0.4281990694385143,0.7647841199695307,0.9186960036719644,3.8,0.0005000689939501072,0.000500447627728229,0.0005004513954047474
11.49,0.8721264197691163,0.9929776194812094,0.999674853442891,4.26,0.4264893580168194,0.7638173457145374,0.9183285987490321,3.81,0.0004901659744866854,0.0004905380909381703,0.0004905417937321314
11.59,0.8712687982320168,0.9929596181856299,0.9996744416383495,4.28,0.4247864731236111,0.7628517935723413,0.9179613407586833,3.82,0.0004804590675510934,0.0004808247763179299,0.0004808284153215781
11.7,0.8703299370896347,0.9929398666499548,0.9996739231615526,4.29,0.4239375821031413,0.7623694753106879,0.917777766844864,3.83,0.0004709443894668715,0.0004713037984043692,0.0004713073746921311
11.8,0.869480297424282,0.9929219077316723,0.9996733898694592,4.31,0.4222448859299388,0.7614057534416298,0.9174107291432207,3.85,0.0004524765681718053,0.0004528236940082687,0.0004528271480176611
11.9,0.868634121702176,0.9929039018201972,0.9996727955987686,4.33,0.4205589483468111,0.7604432498268051,0.917043838227302,3.86,0.0004435160360941165,0.000443857175222766,0.0004438605696354141
12.01,0.8677070813122099,0.9928839923163859,0.9996720695612893,4.350000000000001,0.4188797423680886,0.7594819629262021,0.9166770940384051,3.87,0.0004347329521778636,0.0004350682055809913,0.0004350715414027921
12.11,0.8668675114496434,0.9928657569072644,0.9996713423610457,4.37,0.41720724111585,0.7585218912017551,0.9163104965178511,3.88,0.0004261238023627531,0.0004264532693708607,0.0004264565475912439
12.22,0.8659472602016857,0.9928455030263418,0.9996704673499838,4.38,0.4163734963921682,0.7580423105504764,0.9161272527398719,3.89,0.0004176851421785008,0.0004180089204961242,0.0004180121420883072
12.33,0.8650302011129076,0.9928249999619839,0.9996695128151858,4.4,0.4147110020681936,0.7570840587106435,0.9157608751118603,3.9,0.0004094135953667252,0.0004097317810978758,0.0004097349470191198
12.44,0.8641160974466129,0.9928042041385277,0.9996684782874581,4.42,0.4130551457444787,0.7561270182103041,0.9153946440055964,3.92,0.0003933586698083969,0.0003936659524015571,0.0003936690097901267
12.55,0.8632047228534669,0.9927830748712603,0.9996673637139102,4.44,0.4114059009168447,0.7551711875181873,0.9150285593624835,3.93,0.0003855688675804124,0.0003858708365449276,0.0003858738410410855
12.66,0.8622958613261107,0.9927615743827752,0.9996661694480495,4.46,0.409763241186938,0.7542165651049573,0.9146626211239479,3.94,0.0003779333291920453,0.0003782300744769551,0.000378233026976601
12.77,0.8613893071272481,0.9927396678093088,0.9996648962383072,4.48,0.4081271402618082,0.7532631494432122,0.9142968292314395,3.95,0.0003704489997092255,0.0003707406097848142,0.000370743511169108
12.88,0.8604848646931237,0.9927173231974084,0.9996635452150745,4.5,0.4064975719534877,0.7523109390074805,0.9139311836264316,3.96,0.0003631128846956807,0.0003633994465767701,0.0003634022977123615
12.99,0.8595823485142514,0.9926945114912954,0.9996621178763432,4.51,0.4056852293754941,0.7518352852731873,0.913748415663457,3.97,0.0003559220490148759,0.0003562036482837761,0.000356206450023036
13.11,0.8585997762230031,0.9926690625883131,0.9996604759248404,4.53,0.4040654111185658,0.7508848798204347,0.9133829893800134,3.99,0.0003419647645813117,0.0003422366897554507,0.0003422393952031661
13.22,0.857700731706468,0.9926451929769202,0.9996588953884613,4.55,0.4024520604650785,0.7499356757884486,0.9130177092378559,4,0.0003351927316010164,0.0003354599425392939,0.000335462601064352
13.34,0.8567215643456254,0.9926185382049435,0.9996570919569541,4.57,0.4008451515912128,0.748987671658496,0.9126525751785396,4.01,0.0003285548072641723,0.0003288173840416652,0.0003288199964415421
13.46,0.8557438918599251,0.9925912196156196,0.9996552094631476,4.59,0.3992446587762584,0.7480408659137643,0.9122875871436431,4.02,0.0003220483357762352,0.0003223063571452776,0.0003223089242042642
13.57,0.854848854652106,0.9925655783429611,0.9996534178631736,4.61,0.3976505564022024,0.7470952570393579,0.9119227450747684,4.03,0.0003156707139361716,0.0003159242573473437,0.0003159267798367569
13.69,0.8538735658602294,0.9925369381908941,0.9996513955270975,4.63,0.39606281895332,0.7461508435222963,0.9115580489135406,4.05,0.0003032918631345758,0.0003035366778777838,0.0003035391134911322
13.81,0.8528992931993808,0.9925075898387115,0.9996493069809815,4.65,0.3944814210157646,0.745207623851512,0.9111934986016086,4.06,0.0002972856814675337,0.00029752624299928,0.0002975286362812054
13.94,0.8518448152835791,0.9924749871904875,0.9996469755029034,4.67,0.3929063372771627,0.7442655965178467,0.9108290940806439,4.07,0.0002913984420557993,0.0002916348228233203,0.0002916371744952737
14.06,0.8508722220017949,0.9924441410514089,0.9996447654430402,4.69,0.3913375425262073,0.743324760014051,0.9104648352923422,4.08,0.0002856277894494562,0.0002858600606985621,0.0002858623714700211
14.18,0.8499002484724197,0.992412572210127,0.9996425054398445,4.71,0.3897750116522557,0.74238511283478,0.9101007221784219,4.1,0.0002744270551580282,0.0002746513163976034,0.0002746535474495642
14.31,0.8488478535756543,0.992377559297027,0.9996400073587789,4.72,0.3889960873495064,0.7419157347719415,0.9099187202311482,4.11,0.000268992492124931,0.0002692128505652545,0.0002692150427752096
14.43,0.8478768419032979,0.9923444941968469,0.99963766178666,4.74,0.3874429054278171,0.7409778687610986,0.9095548255195733,4.12,0.0002636655514082397,0.0002638820736782836,0.0002638842277097009
14.56,0.8468252764826225,0.9923078754210634,0.9996350849032958,4.76,0.3858959250442931,0.7400411883197386,0.9091910763367783,4.13,0.0002584441017302577,0.000258656853350589,0.0002586589698558902
14.69,0.8457739960395407,0.9922704396816043,0.9996324782275984,4.78,0.3843551214374593,0.7391056919491673,0.9088274726245632,4.14,0.0002533260540196316,0.0002535350994201846,0.0002535371790409242
14.82,0.8447229166453661,0.9922322038862352,0.999629849493053,4.8,0.3828204699447079,0.7381713781525839,0.9084640143247515,4.16,0.0002433920142483651,0.00024359383622387,0.0002435958439575454
14.95,0.843671965979331,0.9921931881126604,0.9996272064319724,4.82,0.3812919460019041,0.7372382454350803,0.9081007013791899,4.17,0.0002385720476367507,0.0002387703503121674,0.0002387723230224672
15.08,0.8426210826943803,0.9921534153628185,0.9996245567259624,4.84,0.3797695251429925,0.7363062923036379,0.9077375337297482,4.18,0.0002338475323003514,0.0002340423759154566,0.0002340443142021818
