T [r = 1.1 + s = 0.25],P(t)(N=100)[r = 1.1 + s = 0.25],P(t) (N=1000)[r = 1.1 + s = 0.25],P(t) (N=10000)[r = 1.1 + s = 0.25],T [r = -1.0 + s = -0.5],P(t)(N=100)[r = -1.0 + s = -0.5],P(t) (N=1000)[r = -1.0 + s = -0.5],P(t) (N=10000)[r = -1.0 + s = -0.5],T [r = -1.0 + s = -1.0],P(t)(N=100) [r = -1.0 + s = -1.0],P(t) (N=1000) [r = -1.0 + s = -1.0],P(t) (N=10000) [r = -1.0 + s = -1.0]
298.49,0.05066448575968157,0.9069099157527165,0.9971969197088323,19.94,0.01852218937756887,0.2833368378588087,0.6711249075624417,11.62,8.053382639486151e-11,8.07209266456325e-11,8.072278549083761e-11
301.11,0.04936452254481709,0.9061584459331596,0.9971746848268725,20.02,0.01822813512145933,0.2819068720087508,0.6700519662708141,11.66,7.43414910164896e-11,7.451480091492649e-11,7.451652275283628e-11
303.76,0.04808360079668487,0.9053990049023276,0.9971521958513551,20.1,0.01793874920686024,0.2804841230188365,0.6689807403126546,11.69,7.001175542251406e-11,7.017539251404303e-11,7.01770182525353e-11
306.43,0.04682662437383178,0.9046344759421076,0.9971295376606637,20.19,0.01761867794572035,0.2788921114650799,0.6677776580548984,11.73,6.462847377041564e-11,6.47800467562354e-11,6.478155263775913e-11
309.13,0.04558893643101219,0.9038620132647647,0.9971066254071298,20.27,0.01733896764088799,0.2774845775974071,0.6667100680803946,11.76,6.086443568828979e-11,6.100754685484595e-11,6.100896866815434e-11
311.85,0.04437515632427064,0.9030844955891284,0.997083543965546,20.35,0.01706369795611068,0.2760841473784472,0.6656441848840974,11.8,5.618450161252291e-11,5.631705924479551e-11,5.631837620870516e-11
314.59,0.04318512274098829,0.9023019370993602,0.9970602933476865,20.44,0.01675923975439651,0.2745171098302791,0.6644471030242544,11.83,5.291225036849591e-11,5.303740584709115e-11,5.303864927058771e-11
317.35,0.04201866473463847,0.9015143520630267,0.9970368735654108,20.52,0.0164931737036461,0.2731316560527879,0.6633848376770681,11.87,4.884376865623261e-11,4.895969238670759e-11,4.896084409277523e-11
320.14,0.04087154702342599,0.9007189050196674,0.9970131997793892,20.61,0.01619889505318667,0.2715813766735039,0.6621918189843317,11.9,4.599905030577756e-11,4.610849909572491e-11,4.61095864732556e-11
322.96,0.03974391503021579,0.8999156179999604,0.9969892720077411,20.69,0.01594172491322308,0.2702107391768422,0.6611331592064568,11.94,4.246213222636866e-11,4.256350581413815e-11,4.256451296453608e-11
325.8,0.03863972631301404,0.8991073579413623,0.9969651751159618,20.78,0.01565728546101371,0.2686770387517036,0.6599441898895169,11.97,3.998908786335172e-11,4.008479779327401e-11,4.008574867523364e-11
328.66,0.0375587616162036,0.8982941395348814,0.996940909116342,20.87,0.01537792110591046,0.2671520435208931,0.6587573587924148,12.01,3.691428247274563e-11,3.70029291213855e-11,3.700380982964912e-11
331.55,0.03649717307970549,0.8974731380107488,0.9969163891782215,20.95,0.01513378457004358,0.2658037603188393,0.6577041897571915,12.05,3.407590228449504e-11,3.415800600076921e-11,3.415882170500239e-11
334.47,0.03545503594340756,0.8966443760607179,0.9968916153203663,21.04,0.0148637607541523,0.2642950736491446,0.6565213870337843,12.08,3.209128178521981e-11,3.216879665742834e-11,3.216956677149578e-11
337.41,0.03443582242316431,0.8958107108494229,0.9968666724005349,21.13,0.01459855482507651,0.2627949501971584,0.6553407114403305,12.12,2.962374747781502e-11,2.969553966004566e-11,2.969625291918515e-11
340.38,0.03343595478895457,0.8949693258616678,0.9968414755947878,21.22,0.01433808081990478,0.2613033413585552,0.6541621591514399,12.16,2.734594462454672e-11,2.741243587977728e-11,2.741309647419948e-11
343.37,0.0324586778632335,0.8941230732464028,0.9968161097569029,21.3,0.01411045256259727,0.2599845758303151,0.653116336557069,12.19,2.575328474951792e-11,2.581605834021713e-11,2.581668199963322e-11
346.39,0.03150058812830798,0.893269142070637,0.9967904900674945,21.39,0.01385868749832859,0.258508918513011,0.651941784541722,12.23,2.377308607521401e-11,2.383122354472488e-11,2.383180114426004e-11
349.43,0.03056471324164052,0.8924103793850706,0.9967647013762895,21.48,0.0136114145399867,0.257041636940734,0.6507693448184119,12.26,2.238851367087979e-11,2.244339977839175e-11,2.244394507562916e-11
352.51,0.02964487628913102,0.8915411591421164,0.996738574040624,21.57,0.01336855353738988,0.2555826835732428,0.6495990135884325,12.3,2.066703598281357e-11,2.071786754484016e-11,2.071837256014113e-11
355.61,0.02874701700025897,0.8906671495070639,0.9967122777384734,21.66,0.01313002577043207,0.254132011140132,0.6484307870599095,12.34,1.907792462661187e-11,1.912500066138796e-11,1.912546836549298e-11
358.73,0.02787082061205661,0.88978836623087,0.9966858124832467,21.75,0.01289575392356696,0.2526895726393,0.6472646614477879,12.38,1.761100180796856e-11,1.7654599321405e-11,1.765503246636193e-11
361.89,0.02701060921640886,0.888899200302104,0.9966590086461677,21.84,0.01266566206074704,0.2512553213354265,0.6461006329738196,12.41,1.658531641572089e-11,1.66264744969556e-11,1.662688340612117e-11
365.07,0.02617175403421704,0.8880053037362529,0.9966320358922427,21.93,0.01243967560081012,0.2498292107584583,0.6449386978665509,12.45,1.53100530115085e-11,1.534816916184128e-11,1.534854784937531e-11
368.28,0.0253514042539228,0.8871038858636705,0.9966048094187053,22.02,0.01221772129330469,0.2484111947021034,0.6437788523613112,12.49,1.41328460271654e-11,1.416814470582013e-11,1.416849540172007e-11
371.52,0.02454946042623606,0.8861949714226083,0.9965773292463895,22.11,0.01199972719474691,0.2470012272223339,0.6426210927001996,12.52,1.330973250534453e-11,1.334305538924854e-11,1.334338645558484e-11
374.78,0.02376816799973685,0.8852813862983621,0.9965496802081434,22.21,0.01176207031991584,0.2454439808230791,0.6413371348749356,12.56,1.228633238692216e-11,1.231719155419888e-11,1.231749814344959e-11
378.08,0.02300261016452625,0.8843575507635253,0.996521692699165,22.3,0.0115522061517122,0.2440508550765494,0.6401837663521773,12.6,1.134162264052389e-11,1.137019995473255e-11,1.137048387370822e-11
381.4,0.02225729370975432,0.8834290890740852,0.9964935363620927,22.39,0.01134608647473315,0.2426656366306557,0.6390324720254649,12.64,1.046955267602583e-11,1.049601659937886e-11,1.049627952174801e-11
384.76,0.02152758178514338,0.8824904335473968,0.9964650416020252,22.48,0.01114364447807592,0.2412882806040197,0.6378832481646036,12.68,9.664537139900579e-12,9.689043718934982e-12,9.689287195016823e-12
388.14,0.02081766260359805,0.8815471970401221,0.9964363780523884,22.58,0.01092294248394665,0.2397670521049614,0.6366087565592249,12.71,9.101663166271984e-12,9.124797190805978e-12,9.125027030503392e-12
391.55,0.0201251637799907,0.8805966102339932,0.9964074609280711,22.67,0.01072805041338588,0.238406148275351,0.6354638914622257,12.75,8.40182617417143e-12,8.4232487697634e-12,8.423461606338291e-12
395,0.01944798158724586,0.8796359159847418,0.9963782054539636,22.77,0.01051557933859415,0.2369030904965012,0.6341942337348589,12.79,7.75580042585839e-12,7.775638006377858e-12,7.775835095749924e-12
398.47,0.01878985690294245,0.8786707097000039,0.9963487812493571,22.86,0.01032795562516194,0.2355584423462537,0.6330537108698493,12.83,7.159448315017981e-12,7.177817972474043e-12,7.178000477950799e-12
401.97,0.01814860091981163,0.8776982315641479,0.9963191035370463,22.96,0.01012340850359534,0.2340733382425903,0.6317888686866143,12.87,6.60895038048125e-12,6.625960571172698e-12,6.626129570266127e-12
405.51,0.01752227461140985,0.8767157342094917,0.9962890875500867,23.05,0.009942782079232331,0.2327447516014009,0.6306526715844235,12.91,6.100780843691845e-12,6.116532023951913e-12,6.116688514694785e-12
409.07,0.01691420697661695,0.8757287951676848,0.9962589028932457,23.15,0.009745863392854931,0.2312773867204543,0.6293926266809765,12.94,5.74546421486449e-12,5.760332582725314e-12,5.760480302665097e-12
412.67,0.01632076278150417,0.8747318967335339,0.9962283800129349,23.24,0.009571973298786663,0.229964669737337,0.628260738934898,12.98,5.303689088615898e-12,5.317456741916157e-12,5.317593526173961e-12
416.3,0.01574345344857327,0.8737278398672523,0.9961976037221546,23.34,0.009382398550691387,0.2285148321882227,0.6270054731161677,13.02,4.895882542602622e-12,4.908630846584266e-12,4.908757503523622e-12
419.96,0.01518204576750159,0.8727166518351424,0.9961665740444484,23.44,0.00919657836646645,0.2270741352993723,0.6257527153202663,13.06,4.519432694953948e-12,4.531237009998834e-12,4.531354288325328e-12
423.65,0.01463630086765669,0.8716983600750242,0.9961352910035536,23.53,0.009032488863793613,0.2257852757266271,0.6246273735216479,13.1,4.171928494297732e-12,4.182858618319388e-12,4.182967211475641e-12
427.38,0.01410457530576701,0.8706702374558598,0.9961036698495302,23.63,0.008853598707336109,0.2243617876266527,0.6233793671720005,13.14,3.851144277680341e-12,3.861264855985342e-12,3.861365406223156e-12
431.13,0.01358947021724975,0.8696378244995318,0.9960718801569476,23.73,0.008678251504383437,0.2229472740639429,0.6221338543407525,13.18,3.555025515845189e-12,3.564396420852022e-12,3.56448952300464e-12
434.92,0.01308798208654558,0.8685956429922769,0.9960397524051384,23.83,0.008506377086068939,0.2215416784575403,0.6208908300458511,13.22,3.281675654572651e-12,3.290352337599604e-12,3.29043854257693e-12
438.75,0.01259999901324596,0.8675437310039056,0.9960072866268803,23.93,0.008337906673233659,0.2201449445832089,0.6196502893151971,13.26,3.029343967803964e-12,3.037377784976953e-12,3.037457603003216e-12
442.61,0.0121266005010349,0.8664848684158276,0.9959745676181703,24.03,0.008172772848902944,0.2187570165711842,0.6184122271866256,13.3,2.796414344751988e-12,2.803852858931746e-12,2.803926762545321e-12
446.5,0.0116675150509296,0.8654190838000587,0.9959415954040343,24.13,0.008010909531308135,0.217377838903939,0.6171766387078863,13.34,2.581394939183307e-12,2.588282199673578e-12,2.588350626505694e-12
450.42,0.01122246886728305,0.864346405890591,0.9959083700096909,24.23,0.007852251947442514,0.2160073564139623,0.6159435189366235,13.38,2.38290861457879e-12,2.389285416246625e-12,2.389348771595868e-12
