kappa,Re(eigenvalue 1),Re(eigenvalue 2),Im(eigenvalue 1),Im(eigenvalue 2)
0.0,-1.111733411949655,-0.908674751315651,0.0,0.0
0.01606117321268008,-1.1117302359546133,-0.9086779273106926,-0.0008030586606340034,-0.0008030586606340056
0.03212234642536016,-1.1117207073733129,-0.9086874558919931,-0.0016061173212680083,-0.0016061173212680094
0.04818351963804025,-1.1117048244166696,-0.9087033388486361,-0.002409175981902007,-0.0024091759819020106
0.06424469285072032,-1.1116825841010092,-0.9087255791642963,-0.0032122346425360075,-0.0032122346425360222
0.0803058660634004,-1.111653982245263,-0.9087541810200428,-0.004015293303170017,-0.004015293303170027
0.0963670392760805,-1.1116190134670323,-0.9087891497982736,-0.004818351963804024,-0.004818351963804035
0.11242821248876057,-1.1115776711775158,-0.9088304920877903,-0.005621410624438025,-0.005621410624438036
0.12848938570144064,-1.111529947575284,-0.9088782156900219,-0.00642446928507202,-0.0064244692850720445
0.14455055891412072,-1.1114758336388908,-0.9089323296264147,-0.007227527945706037,-0.007227527945706018
0.1606117321268008,-1.1114153191183047,-0.9089928441470014,-0.00803058660634004,-0.008030586606340054
0.17667290533948088,-1.1113483925251404,-0.9090597707401651,-0.008833645266974055,-0.008833645266974027
0.192734078552161,-1.1112750411216699,-0.9091331221436361,-0.009636703927608042,-0.00963670392760807
0.20879525176484104,-1.1111952509085854,-0.9092129123567207,-0.010439762588242052,-0.010439762588242057
0.22485642497752115,-1.11110900661149,-0.9092991566538158,-0.011242821248876076,-0.011242821248876059
0.2409175981902012,-1.1110162916660837,-0.9093918715992224,-0.012045879909510067,-0.01204587990951006
0.2569787714028813,-1.1109170882020112,-0.9094910750632952,-0.012848938570144047,-0.012848938570144089
0.27303994461556136,-1.1108113770253318,-0.9095967862399743,-0.01365199723077807,-0.013651997230778104
0.28910111782824144,-1.1106991375995763,-0.9097090256657299,-0.01445505589141208,-0.014455055891412091
0.3051622910409215,-1.1105803480253393,-0.9098278152399664,-0.015258114552046061,-0.015258114552046065
0.3212234642536016,-1.1104549850183643,-0.9099531782469421,-0.016061173212680094,-0.016061173212680108
0.3372846374662817,-1.1103230238860649,-0.9100851393792411,-0.016864231873314074,-0.016864231873314123
0.35334581067896176,-1.11018443850243,-0.9102237247628759,-0.01766729053394811,-0.01766729053394811
0.3694069838916419,-1.1100392012812472,-0.9103689619840589,-0.01847034919458209,-0.018470349194582042
0.385468157104322,-1.1098872831475792,-0.9105208801177269,-0.019273407855216106,-0.019273407855216085
0.401529330317002,-1.1097286535074258,-0.9106795097578797,-0.020076466515850065,-0.0200764665158501
0.4175905035296821,-1.1095632802154891,-0.9108448830498166,-0.020879525176484066,-0.020879525176484115
0.43365167674236216,-1.1093911295409622,-0.9110170337243433,-0.021682583837118064,-0.021682583837118075
0.4497128499550423,-1.1092121661312544,-0.9111959971340517,-0.022485642497752086,-0.02248564249775209
0.4657740231677224,-1.109026352973552,-0.9113818102917537,-0.02328870115838614,-0.023288701158386133
0.4818351963804024,-1.1088336513541193,-0.9115745119111869,-0.024091759819020064,-0.024091759819020175
0.4978963695930825,-1.1086340208152206,-0.9117741424500856,-0.024894818479654114,-0.02489481847965419
0.5139575428057626,-1.108427419109556,-0.9119807441557501,-0.0256978771402881,-0.025697877140288233
0.5300187160184426,-1.1082138021520702,-0.9121943611132353,-0.026500935800922096,-0.026500935800922137
0.5460798892311227,-1.107993123969012,-0.912415039296294,-0.027303994461556125,-0.02730399446155604
0.5621410624438028,-1.107765336644083,-0.9126428266212228,-0.028107053122190168,-0.028107053122190084
0.5782022356564829,-1.1075303902615306,-0.9128777730037754,-0.028910111782824106,-0.028910111782824127
0.594263408869163,-1.1072882328460045,-0.9131199304193016,-0.02971317044345814,-0.02971317044345817
0.610324582081843,-1.107038810299002,-0.9133693529663036,-0.03051622910409217,-0.03051622910409213
0.6263857552945231,-1.1067820663316992,-0.9136260969336067,-0.0313192877647261,-0.031319287764726145
0.6424469285072032,-1.106517942393958,-0.913890220871348,-0.032122346425360174,-0.03212234642536016
0.6585081017198834,-1.1062463775992846,-0.9141617856660209,-0.03292540508599417,-0.03292540508599423
0.6745692749325634,-1.1059673086454855,-0.9144408546198206,-0.03372846374662814,-0.033728463746628135
0.6906304481452434,-1.1056806697307604,-0.9147274935345457,-0.03453152240726216,-0.034531522407262205
0.7066916213579235,-1.1053863924649456,-0.9150217708003603,-0.035334581067896165,-0.035334581067896165
0.7227527945706036,-1.1050844057755955,-0.9153237574897102,-0.036137639728530194,-0.036137639728530124
0.7388139677832838,-1.1047746358085682,-0.915633527456738,-0.03694069838916417,-0.036940698389164195
0.7548751409959638,-1.104457005822753,-0.9159511574425532,-0.03774375704979813,-0.03774375704979821
0.770936314208644,-1.1041314360785486,-0.916276727186758,-0.03854681571043216,-0.038546815710432225
0.7869974874213239,-1.103797843719665,-0.9166103195456412,-0.03934987437106623,-0.039349874371066185
0.803058660634004,-1.1034561426477894,-0.9169520206175168,-0.04015293303170016,-0.0401529330317002
0.8191198338466842,-1.103106243389613,-0.9173019198756931,-0.04095599169233417,-0.040955991692334215
0.8351810070593642,-1.1027480529556797,-0.9176601103096262,-0.041759050352968174,-0.04175905035296823
0.8512421802720443,-1.102381474690458,-0.9180266885748471,-0.04256210901360222,-0.0425621090136023
0.8673033534847243,-1.1020064081130003,-0.9184017551523054,-0.04336516767423616,-0.04336516767423626
0.8833645266974044,-1.1016227487474746,-0.9187854145178314,-0.0441682263348703,-0.04416822633487011
0.8994256999100846,-1.1012303879428182,-0.9191777753224875,-0.044971284995504235,-0.044971284995504235
0.9154868731227646,-1.1008292126806611,-0.919578950584645,-0.045774343656138236,-0.04577434365613825
0.9315480463354447,-1.1004191053706114,-0.9199890578946939,-0.04657740231677224,-0.046577402316772265
0.9476092195481247,-1.0999999436318977,-0.9204082196334082,-0.04738046097740617,-0.047380460977406225
0.9636703927608048,-1.0995716000602647,-0.9208365632050421,-0.048183519638040184,-0.04818351963804035
0.979731565973485,-1.0991339419789212,-0.9212742212863847,-0.04898657829867415,-0.048986578298674144
0.995792739186165,-1.0986868311722056,-0.9217213320931001,-0.049789636959308214,-0.049789636959308325
1.0118539123988453,-1.0982301236005092,-0.9221780396647967,-0.05059269561994226,-0.050592695619942285
1.0279150856115251,-1.0977636690948467,-0.9226444941704597,-0.05139575428057617,-0.051395754280576356
1.0439762588242052,-1.097287311029291,-0.9231208522360153,-0.052198812941210246,-0.05219881294121037
1.0600374320368853,-1.0968008859693057,-0.9236072772959998,-0.05300187160184427,-0.053001871601844275
1.0760986052495654,-1.0963042232937952,-0.924103939971511,-0.05380493026247829,-0.053804930262478345
1.0921597784622454,-1.0957971447884494,-0.9246110184768563,-0.05460798892311222,-0.054607988923112194
1.1082209516749255,-1.0952794642077004,-0.9251286990576053,-0.055411047583746306,-0.05541104758374649
1.1242821248876056,-1.0947509868022949,-0.9256571764630108,-0.056214106244380266,-0.05621410624438017
1.1403432981002857,-1.0942115088091433,-0.9261966544561628,-0.05701716490501424,-0.057017164905014295
1.1564044713129658,-1.0936608168997202,-0.9267473463655862,-0.05782022356564838,-0.057820223565648254
1.172465644525646,-1.0930986875828386,-0.9273094756824674,-0.0586232822262823,-0.05862328222628227
1.188526817738326,-1.0925248865571127,-0.9278832767081933,-0.05942634088691614,-0.05942634088691634
1.204587990951006,-1.0919391680078472,-0.928468995257459,-0.060229399547550244,-0.060229399547550466
1.220649164163686,-1.0913412738424229,-0.9290668894228828,-0.06103245820818426,-0.06103245820818437
1.2367103373763662,-1.0907309328574772,-0.9296772304078287,-0.06183551686881836,-0.061835516868818385
1.2527715105890462,-1.0901078598303078,-0.9303003034349981,-0.06263857552945222,-0.06263857552945229
1.2688326838017263,-1.089471754525896,-0.9309364087394099,-0.06344163419008621,-0.06344163419008642
1.2848938570144064,-1.0888223006097801,-0.9315858626555256,-0.06424469285072026,-0.06424469285072043
1.3009550302270865,-1.0881591644556223,-0.9322489988096834,-0.06504775151135433,-0.06504775151135445
1.3170162034397668,-1.0874819938347282,-0.9329261694305777,-0.06585081017198835,-0.06585081017198813
1.3330773766524469,-1.0867904164729003,-0.9336177467924056,-0.06665386883262239,-0.06665386883262236
1.3491385498651267,-1.0860840384578152,-0.9343241248074909,-0.06745692749325632,-0.06745692749325638
1.3651997230778068,-1.0853624424775359,-0.9350457207877705,-0.06825998615389037,-0.06825998615389028
1.3812608962904869,-1.0846251858677145,-0.9357829773975914,-0.06906304481452437,-0.0690630448145243
1.3973220695031672,-1.0838717984414243,-0.9365363648238811,-0.06986610347515836,-0.06986610347515843
1.413383242715847,-1.0831017800712455,-0.9373063831940602,-0.07066916213579237,-0.07066916213579244
1.4294444159285271,-1.0823145979880762,-0.9380935652772293,-0.07147222079642633,-0.07147222079642634
1.4455055891412072,-1.0815096837549458,-0.9388984795103601,-0.07227527945706035,-0.07227527945706047
1.4615667623538873,-1.0806864298666246,-0.9397217333986811,-0.07307833811769429,-0.07307833811769426
1.4776279355665676,-1.0798441859167658,-0.9405639773485404,-0.07388139677832832,-0.07388139677832828
1.4936891087792477,-1.0789822542632526,-0.9414259090020534,-0.07468445543896225,-0.07468445543896263
