gamma,Re(eigenvalue 1),Re(eigenvalue 2),Im(eigenvalue 1),Im(eigenvalue 2)
1.7035102040816326,-1.7242874753725173,-0.979222728709116,-0.010305318992091458,-0.1927533416419126
1.7095510204081632,-1.7302617152010276,-0.9792893052071361,-0.010222582412044793,-0.19283607822195936
1.715591836734694,-1.7362366705051944,-0.9793551662294995,-0.010141310174324653,-0.1929173504596795
1.7216326530612245,-1.7422123322904057,-0.979420320770819,-0.010061466547885678,-0.19299719408611837
1.7276734693877551,-1.748188691621127,-0.9794847777666278,-0.009983016891257575,-0.19307564374274655
1.7337142857142855,-1.7541657396257464,-0.9795485460885394,-0.009905927613137206,-0.19315273302086688
1.7397551020408162,-1.7601434675009426,-0.9796116345398731,-0.00983016613461862,-0.1932284944993854
1.745795918367347,-1.7661218665156186,-0.979674051851728,-0.009755700852984186,-0.19330295978101986
1.7518367346938777,-1.7721009280144195,-0.9797358066794579,-0.009682501106984445,-0.1933761595270196
1.757877551020408,-1.7780806434208811,-0.9797969075995276,-0.009610537143537379,-0.1934481234904667
1.7639183673469387,-1.7840610042402205,-0.9798573631067184,-0.009539780085782002,-0.1935188805482222
1.7699591836734692,-1.7900420020618089,-0.9799171816116605,-0.009470201902424223,-0.19358845873157982
1.7760000000000002,-1.7960236285613396,-0.9799763714386613,-0.009401775378315925,-0.19365688525568825
1.7820408163265307,-1.802005875502719,-0.9800349408238123,-0.009334474086211575,-0.19372418654779255
1.7880816326530613,-1.8079887347397052,-0.9800928979133567,-0.009268272359649176,-0.19379038827435502
1.7941224489795917,-1.8139721982173025,-0.9801502507622892,-0.009203145266905289,-0.19385551536709877
1.8001632653061224,-1.8199562579729403,-0.9802070073331821,-0.009139068585975959,-0.1939195920480281
1.8062040816326532,-1.8259409061374479,-0.9802631754952054,-0.00907601878053831,-0.1939826418534657
1.8122448979591836,-1.8319261349358438,-0.9803187630233401,-0.009013972976849331,-0.19404468765715488
1.8182857142857143,-1.8379119366879495,-0.9803737775977648,-0.008952908941540782,-0.19410575169246325
1.824326530612245,-1.8438983038088474,-0.9804282268033973,-0.008892805060271012,-0.19416585557373311
1.8303673469387753,-1.849885228809191,-0.9804821181295846,-0.008833640317196391,-0.19422502031680777
1.8364081632653062,-1.855872704295378,-0.9805354589699287,-0.008775394275227118,-0.19428326635877702
1.8424489795918368,-1.8618607229696025,-0.9805882566222341,-0.008718047057033326,-0.19434061357697074
1.8484897959183673,-1.8678492776297937,-0.9806405182885738,-0.008661579326769588,-0.19439708130723443
1.854530612244898,-1.8738383611694471,-0.9806922510754512,-0.00860597227248713,-0.19445268836151708
1.8605714285714285,-1.8798279665773627,-0.9807434619940663,-0.008551207589204529,-0.19450745304479955
1.8666122448979594,-1.8858180869372951,-0.9807941579606643,-0.008497267462609238,-0.19456139317139487
1.8726530612244898,-1.8918087154275232,-0.9808443457969664,-0.008444134553363288,-0.19461452608064067
1.8786938775510205,-1.8977998453203477,-0.9808940322306727,-0.008391791981988042,-0.194666868652016
1.8847346938775509,-1.9037914699815222,-0.9809432238960287,-0.008340223314303848,-0.19471843731970018
1.8907755102040815,-1.9097835828696241,-0.9809919273344572,-0.008289412547401601,-0.19476924808660234
1.8968163265306124,-1.9157761775353719,-0.9810401489952403,-0.008239344096124401,-0.19481931653787965
1.902857142857143,-1.9217692476208883,-0.9810878952362543,-0.008190002780038284,-0.19486865785396568
1.9088979591836734,-1.927762786858929,-0.9811351723247448,-0.008141373810872073,-0.19491728682313214
1.914938775510204,-1.9337567890720613,-0.9811819864381432,-0.008093442780407382,-0.19496521785359688
1.9209795918367345,-1.9397512481718124,-0.9812283436649227,-0.008046195648800464,-0.19501246498520364
1.9270204081632654,-1.9457461581577857,-0.9812742500054796,-0.007999618733318621,-0.19505904190068557
1.933061224489796,-1.9517415131167477,-0.9813197113730481,-0.007953698697474462,-0.1951049619365295
1.9391020408163266,-1.957737307221691,-0.9813647335946352,-0.00790842254054225,-0.19515023809346166
1.945142857142857,-1.9637335347308764,-0.9814093224119809,-0.007863777587441096,-0.19519488304656307
1.9511836734693877,-1.9697301899868531,-0.9814534834825337,-0.007819751478970545,-0.1952389091550334
1.9572244897959186,-1.975727267415469,-0.9814972223804495,-0.007776332162384719,-0.1952823284716193
1.963265306122449,-1.9817247615248588,-0.9815405445975907,-0.007733507882291666,-0.19532515275171247
1.9693061224489796,-1.9877226669044301,-0.9815834555445495,-0.007691267171865319,-0.19536739346213883
1.9753469387755103,-1.993720978223834,-0.9816259605516764,-0.0076495988443579695,-0.19540906178964612
1.9813877551020407,-1.9997196902319312,-0.9816680648701097,-0.007608491984901519,-0.19545016864910247
1.9874285714285715,-2.0057187977557507,-0.9817097736728209,-0.007567935942586559,-0.1954907246914176
1.9934693877551022,-2.011718295699447,-0.9817510920556551,-0.00752792032280844,-0.19553074031119566
1.9995102040816326,-2.0177181790432543,-0.9817920250383783,-0.007488434979870446,-0.19557022565413373
2.0055510204081632,-2.0237184428424406,-0.9818325775657228,-0.007449470009834033,-0.19560919062417026
2.0115918367346937,-2.0297190822262587,-0.9818727545084345,-0.007411015743606881,-0.1956476448903972
2.0176326530612245,-2.035720092396907,-0.9819125606643182,-0.007373062740259993,-0.19568559789374418
